"TipoOperador","Operador","Departamento","Localidad","Direccion","Telefono","Web","EMail",Longitud,Latitud
"Agencia de viajes Nueva","MARIA ELSA VIAJES","SALTO","SALTO","ARTIGAS 679","47352628","S/D","mariaelsaviajes@gmail.com",-10000.0,-10000.0
"Agencia de viajes Nueva","NUEVOS MUNDOS","MONTEVIDEO","MONTEVIDEO","CARLOS MARIA RAMIREZ 847","S/D","S/D","ppereira@sybasociados.com.uy",-10000.0,-10000.0
"Establecimiento rural","LOS 3 BOTONES","COLONIA","SAN PEDRO","RUTA 83, CAMINO 19 DE ABRIL","45202163","www.los3botones.com","los3botones@vera.com.uy",-57.8327,-34.3139
"Alojamientos Turísticos","HOTEL BRISAS","ROCHA","LA PEDRERA","BRISAS DEL ESTE S/N","44792265","www.brisasdelapedrera.com","brisasdeleste@gmail.com",-54.123158,-34.590961
"Guía turístico","DANIELA GRISOSTE DAVILA","MONTEVIDEO","MONTEVIDEO","ARENAL GRANDE 1435 APTO 406","099239435","S/D","danigris15@hotmail.com",-10000.0,-10000.0
"Agencia de viajes Nueva","HANSA EXPRESS S.R.L.","CANELONES","PARQUE MIRAMAR","FEDERICO GARCIA LORCA 8061","26015562","www.lufthansa.com","enrique.schneeberger@gmail.com",-10000.0,-10000.0
"Agencia de transportes","RIMASIL S.R.L.","RIVERA","RIVERA","ARTIGAS 757","095913958","S/D","S/D",-10000.0,-10000.0
"Agencia de transportes","JAVIER ALFIO CORICA FERNANDEZ","MONTEVIDEO","MONTEVIDEO","LUIS ALBERTO DE HERRERA 3210 APARTAMENTO 603","096444062","S/D","ppereira@sybasociados.com.uy",-10000.0,-10000.0
"Agencia de transportes","ANDARES","MONTEVIDEO","MONTEVIDEO","THOMPSON 2993","24875179","www.mymviajes.com","mymviajes@hotmail.com",-10000.0,-10000.0
"Agencia de transportes","COTABU S.R.L.","ARTIGAS","ARTIGAS","BERNAVE RIVERA 628","47725996","S/D","S/D",-10000.0,-10000.0
"Alojamientos Turísticos","LA POSADA","MALDONADO","EL TESORO","JOSE FRANCISCO RAZZANO S/N ESQUINA JULO SOSA","42772947","www.sevenpunta.com","estudiopunta@sencion.com.uy",-10000.0,-10000.0
"SALAS DE CONVENCION","HOTEL HILTON GARDEN INN MONTEVIDEO","MONTEVIDEO","MONTEVIDEO","AVENIDA LUIS BONAVITA 1315","26238000","www.hiltongardeninnmontevideo.com","S/D",-10000.0,-10000.0
"Establecimiento rural","PINOS DE LA QUEBRADA","TREINTA Y TRES","YERBALITO","RUTA 8 KM.316,300","S/D","www.pinosdelaquebrada.com","S/D",-54.3627,-32.9672
"Inmobiliaria","INMOBILIARIA FOTI","MONTEVIDEO","MONTEVIDEO","DR. ALEJANDRO SCRHOEDER 6594","26044422","www.foti.com.uy","Mdb.inmogestion@gmail.com",-10000.0,-10000.0
"Inmobiliaria","FOTI NEGOCIOS INMOBILIARIOS","MONTEVIDEO","MONTEVIDEO","GORLERO 717","S/D","S/D","Mdb.inmogestion@gmail.com",-10000.0,-10000.0
"Agencia de viajes Nueva","VIAJOFELIZ.COM","MONTEVIDEO","MONTEVIDEO","AVENIDA 8 DE OCTUBRE 2355/803","24034363","www.viajofeliz.com","cristina.ernst@viajofeliz.com",-10000.0,-10000.0
"Alojamientos Turísticos","HOSPEDAJE DEL CENTRO","DURAZNO","DURAZNO","JUAN ZORRILLA DE SAN MARTIN 808","092497602","S/D","jorgedur2011@hotmail.com",-10000.0,-10000.0
"Agencia de transportes","TATYBUS S.R.L.","MONTEVIDEO","MONTEVIDEO","JUAN ACOSTA 4685","099130940","S/D","ppereira@sybasociados.com.uy",-10000.0,-10000.0
"Alojamientos Turísticos","HOTEL IBERIA","MONTEVIDEO","MONTEVIDEO","MALDONADO 1097","29013633","www.hoteliberia.com.uy","S/D",-56.192222,-34.909722
"Alojamientos Turísticos","HOTEL COLONIAL RIVIERA","MALDONADO","PIRIAPOLIS","FRANCISCO PIRIA 790","44324713","S/D","grancolonialriviera@hotmail.com",-55.2733,-34.8696
"Alojamientos Turísticos","HOTEL LA FORET","MALDONADO","PUNTA DEL ESTE","LA FORET S/N Y PIRINEOS","42481004","www.laforet.com.uy","S/D",-10000.0,-10000.0
"Inmobiliaria","REAL","MALDONADO","BALNEARIO BUENOS AIRES","CALLE 16 NUMERO 8782","42775883","www.realinmobiliaria.com.uy","anagardiol@gmail.com",-10000.0,-10000.0
"Inmobiliaria","REAL","MALDONADO","BALNEARIO BUENOS AIRES","LOS MEROS (CALLE 29) 573 ESQUINA GORLERO","42440395","www.realinmobiliaria.com.uy","anagardiol@gmail.com",-54.9418,-34.9611
"Alojamientos Turísticos","HOTEL ESPAÑOL","SALTO","SALTO","BRASIL 826","47325400","www.hotelespanolsalto.com.uy","hespanol@adinet.com.uy",-57.9647,-31.3865
"SALAS DE CONVENCION","APART HOTEL AGUASOL","SALTO","SALTO","CALLE TIMBO Y RAMBLA DE CIRCUNVALACION","47369145","www.aguasol.com.uy","flb@aguasol.com.uy",-57.9068,-31.458
"Agencia de transportes","MAFE","MONTEVIDEO","MONTEVIDEO","CEBOLLATI 1447 APARTAMENTO 307","24095860","S/D","horagon20@gmail.com",-10000.0,-10000.0
"Alojamientos Turísticos","HOTEL RINCON","TACUAREMBO","TACUAREMBO","RINCON DEL BONETE","46604875","www.hoteldelrincon.com.uy","hotelrinconreservas@gmail.com",-56.426,-32.8357
"Inmobiliaria","AMARRAS INMOBILIARIA","MALDONADO","PUNTA DEL ESTE","CALLE 28 S/N Y GORLERO,TORRE GORLERO,104","42444753","S/D","S/D",-10000.0,-10000.0
"Inmobiliaria","AMARRAS INMOBILIARIA","MALDONADO","PUNTA DEL ESTE","GABRIEL PEREIRA 2890","27089072","www.amarras.com.uy","S/D",-10000.0,-10000.0
"Rentadora de autos","CAR TRAVEL","MONTEVIDEO","MONTEVIDEO","AVENIDA LUIS ALBERTO DE HERRERA 1896","24876133","www.cartravel.com.uy","am8184@gmail.com",-56.1448,-34.893
"Inmobiliaria","INMOBILIARIA MARINDIA","CANELONES","MARINDIA","RUTA INTERBALNEARIA KM 40600 MANZANA 39 SOLAR 2","43764563","S/D","sergus77@gmail.com",-10000.0,-10000.0
"Inmobiliaria","PRANA","MALDONADO","LA BARRA","JULIO SOSA S/N, PADRON 1141, MANZANA 85 CASI CAMINO EGUZQUIZA","S/D","pranabrokers.com.uy","S/D",-10000.0,-10000.0
"Guía turístico","SUSAN PILON SCHULTZ","MONTEVIDEO","MONTEVIDEO","SAN NICOLAS 1391","097541531","www.aigu-uruguay.org","S/D",-10000.0,-10000.0
"Inmobiliaria","AMARRAS INMOBILIARIA","MALDONADO","PUNTA DEL ESTE","GABRIEL PEREIRA 2890","27089072","www.amarras.com.uy","S/D",-10000.0,-10000.0
"Inmobiliaria","AMARRAS INMOBILIARIA","MALDONADO","PUNTA DEL ESTE","GABRIEL PEREIRA 2890","27089072","www.amarras.com.uy","S/D",-10000.0,-10000.0
"Inmobiliaria","AMARRAS INMOBILIARIA","MALDONADO","PUNTA DEL ESTE","GABRIEL PEREIRA 2890","27089072","www.amarras.com.uy","S/D",-10000.0,-10000.0
"Inmobiliaria","AMARRAS INMOBILIARIA","MALDONADO","PUNTA DEL ESTE","GABRIEL PEREIRA 2890","27089072","www.amarras.com.uy","S/D",-10000.0,-10000.0
"Rentadora de autos","THRIFTY CAR RENTAL","COLONIA","COLONIA DEL SACRAMENTO","GENERAL FLORES 172","18488","www.thrifty.com.uy","flota@thrifty.com.uy ; giorgio.pagliuca@thrifty.com.uy",-10000.0,-10000.0
"Rentadora de autos","THRIFTY CAR RENTAL","COLONIA","COLONIA DEL SACRAMENTO","S/D","S/D","S/D","flota@thrifty.com.uy ; giorgio.pagliuca@thrifty.com.uy",-10000.0,-10000.0
"Rentadora de autos","THRIFTY CAR RENTAL","COLONIA","COLONIA DEL SACRAMENTO","S/D","S/D","S/D","flota@thrifty.com.uy ; giorgio.pagliuca@thrifty.com.uy",-10000.0,-10000.0
"Rentadora de autos","THRIFTY CAR RENTAL","COLONIA","COLONIA DEL SACRAMENTO","S/D","S/D","S/D","flota@thrifty.com.uy ; giorgio.pagliuca@thrifty.com.uy",-10000.0,-10000.0
"Rentadora de autos","EUROPCAR","CANELONES","PASO CARRASCO","AVENIDA DE LAS AMERICAS S/N ESQUINA CAMINO CARRASCO","26041433","www.europcar.com.uy","silbus@vera.com.uy",-10000.0,-10000.0
"Agencia de transportes","JESUS MARCELO TORRES DUARTE","CANELONES","SAN ANTONIO","JOSE ALFARO S/N","43139684","S/D","marceloto09@gmail.com",-10000.0,-10000.0
"Inmobiliaria","ALDA PROPIEDADES","MALDONADO","PUNTA COLORADA","AVDA.CENTRAL Y CALLE 7","44327764","www.alda.com.uy","agustin@alda.com.uy",-10000.0,-10000.0
"Rentadora de autos","THRIFTY CAR RENTAL","COLONIA","COLONIA DEL SACRAMENTO","S/D","S/D","S/D","flota@thrifty.com.uy ; giorgio.pagliuca@thrifty.com.uy",-10000.0,-10000.0
"Rentadora de autos","THRIFTY CAR RENTAL","COLONIA","COLONIA DEL SACRAMENTO","S/D","S/D","S/D","flota@thrifty.com.uy ; giorgio.pagliuca@thrifty.com.uy",-10000.0,-10000.0
"Rentadora de autos","THRIFTY CAR RENTAL","COLONIA","COLONIA DEL SACRAMENTO","S/D","S/D","S/D","flota@thrifty.com.uy ; giorgio.pagliuca@thrifty.com.uy",-10000.0,-10000.0
"Rentadora de autos","THRIFTY CAR RENTAL","COLONIA","COLONIA DEL SACRAMENTO","S/D","S/D","S/D","flota@thrifty.com.uy ; giorgio.pagliuca@thrifty.com.uy",-10000.0,-10000.0
"Rentadora de autos","THRIFTY CAR RENTAL","COLONIA","COLONIA DEL SACRAMENTO","S/D","S/D","S/D","flota@thrifty.com.uy ; giorgio.pagliuca@thrifty.com.uy",-10000.0,-10000.0
"Rentadora de autos","URURENT","COLONIA","CARMELO","19 DE ABRIL 102","45422008","www.ururent.com.uy","alastreto@ururent.com.uy",-10000.0,-10000.0
"Agencia de viajes Nueva","TERMINAL DE CRUCEROS PUNTA DEL ESTE MUELLE LA PASTORA","MONTEVIDEO","MONTEVIDEO","ANDES 1365 PISO 13","29022935","S/D","cruceros@tcpe.com.uy",-10000.0,-10000.0
"Alojamientos Turísticos","CRYSTAL PALACE HOTEL","MONTEVIDEO","MONTEVIDEO","18 DE JULIO 1210","29004645","www.crystalpalacehotel.com.uy","contaduria@crystalpalacehotel.com.uy",-56.19,-34.9059
"Alojamientos Turísticos","HOTEL IMPERIAL","CERRO LARGO","MELO","BULEVAR FRANCISCO MATA 333","46430450","S/D","hotelimperialmelo@gmail.com",-10000.0,-10000.0
"Agencia de viajes Nueva","GONDRAND VIAJES","MONTEVIDEO","MONTEVIDEO","CONVENCION 1382 PISO 8","29030070","www.gondrand.com.uy","S/D",-10000.0,-10000.0
"Agencia de transportes","LUIS ALBERTO GABARD SINTAS","FLORIDA","FLORIDA","DR ABENTE HAEDO 886","43525535","S/D","ppereira@sybasociados.com.uy",-10000.0,-10000.0
"Rentadora de autos","THRIFTY CAR RENTAL","COLONIA","COLONIA DEL SACRAMENTO","S/D","S/D","S/D","flota@thrifty.com.uy ; giorgio.pagliuca@thrifty.com.uy",-10000.0,-10000.0
"Rentadora de autos","THRIFTY CAR RENTAL","COLONIA","COLONIA DEL SACRAMENTO","S/D","S/D","S/D","flota@thrifty.com.uy ; giorgio.pagliuca@thrifty.com.uy",-10000.0,-10000.0
"Rentadora de autos","THRIFTY CAR RENTAL","COLONIA","COLONIA DEL SACRAMENTO","S/D","S/D","S/D","flota@thrifty.com.uy ; giorgio.pagliuca@thrifty.com.uy",-10000.0,-10000.0
"Rentadora de autos","EUROPCAR","CANELONES","PASO CARRASCO","26 DE AGOSTO 610","094404570","S/D","silbus@vera.com.uy",-10000.0,-10000.0
"Rentadora de autos","EUROPCAR","CANELONES","PASO CARRASCO","26 DE AGOSTO 610","094404570","S/D","silbus@vera.com.uy",-10000.0,-10000.0
"Rentadora de autos","EUROPCAR","CANELONES","PASO CARRASCO","26 DE AGOSTO 610","094404570","S/D","silbus@vera.com.uy",-10000.0,-10000.0
"Rentadora de autos","EUROPCAR","CANELONES","PASO CARRASCO","26 DE AGOSTO 610","094404570","S/D","silbus@vera.com.uy",-10000.0,-10000.0
"Inmobiliaria","INMOBILIARIA ALDA","MALDONADO","PUNTA COLORADA","RAMBLA DE LOS ARGENTINOS S/N Y JOSE ELLAURI","S/D","S/D","agustin@alda.com.uy",-10000.0,-10000.0
"Rentadora de autos","URURENT","COLONIA","CARMELO","RUTA 21 KILOMETRO 318","S/D","www.ururent.com.uy","alastreto@ururent.com.uy",-10000.0,-10000.0
"Rentadora de autos","URURENT","COLONIA","CARMELO","RUTA 21 KILOMETRO 318","S/D","www.ururent.com.uy","alastreto@ururent.com.uy",-10000.0,-10000.0
"Rentadora de autos","URURENT","COLONIA","CARMELO","RUTA 21 KILOMETRO 318","S/D","www.ururent.com.uy","alastreto@ururent.com.uy",-10000.0,-10000.0
"Alojamientos Turísticos","HOTEL BRISAS DEL YI","DURAZNO","SARANDÍ DEL YÍ","SARANDI 549 ESQ BATLLE","43678100","S/D","gloriagwilkins@hotmail.com",-10000.0,-10000.0
"Alojamientos Turísticos","HOTEL LA ROCHELLE","MONTEVIDEO","MONTEVIDEO","FERNANDEZ CRESPO 1714","24097176","www.larochelle-hotel.com","S/D",-56.1772,-34.899
"Establecimiento rural","ESTANCIA AGUAVERDE","MALDONADO","SAN CARLOS","CAMINO CERRO EGUZQUIZA, KILOMETRO 8 PADRON 25462","094807766","www.aguaverde.uy","francisco@aguaverde.uy",-10000.0,-10000.0
"Agencia de viajes Nueva","LAMANA ASESORES EN TURISMO","MONTEVIDEO","MONTEVIDEO","CIUDAD DE BAHÍA BLANCA 2535","S/D","www.lamana.com.uy","hotel@lamana.com.uy",-10000.0,-10000.0
"Agencia de viajes Nueva","GONDRAND VIAJES","MONTEVIDEO","MONTEVIDEO","21 DE SETIEMBRE 2707","27134291","www.gondrand.com.uy","info@gondrand.com.uy",-10000.0,-10000.0
"Agencia de viajes Nueva","GONDRAND VIAJES","MONTEVIDEO","MONTEVIDEO","21 DE SETIEMBRE 2707","27134291","www.gondrand.com.uy","info@gondrand.com.uy",-10000.0,-10000.0
"Alojamientos Turísticos","FONTANA BUNGALOWS Y APARTAMENTOS","ROCHA","LA AGUADA","AVENIDA COSTANERA S/N","44796096","www.complejofontana.com","Info@complejofontana.com",-54.1543,-34.6487
"Inmobiliaria","DOLORES CASANEGRA NEGOCIOS INMOBILIARIOS S.R.L.","MALDONADO","PUNTA DEL ESTE","CALLE DE LOS CLAVELES S/N, EDIFICIO NATIVO, APARTAMENTO 205","42477595","www.dolorescasanegra.com.ar","info@dolorescasanegra.com.ar",-10000.0,-10000.0
"Inmobiliaria","ARQ INMOBILIARIA - ARQUITECTOS ASESORES","CANELONES","CIUDAD DE LA COSTA","AVENIDA PEREZ Y FUENTES, MANZANA 285, SOLAR 5","26966967","www.arq.com.uy","contacto@arq.com.uy",-10000.0,-10000.0
"Establecimiento rural","ESTANCIA ALBERGUE DEL SILENCIO","FLORES","FLORES","SEXTA SECCIÓN FLORES-RUTA 14 KM.166","43622014","www.estanciaelsilencio.net","S/D",-56.6315,-33.3988
"Agencia de transportes","SAN CONO","SALTO","SALTO","AGRACIADA 1019","47333505","S/D","msconde@hotmail.com",-10000.0,-10000.0
"Alojamientos Turísticos","POSADA DEL FARO","MALDONADO","JOSE IGNACIO","BAHIA Y TIMONEL","44862110","www.posadadelfaro.com","S/D",-54.6434,-34.8393
"Alojamientos Turísticos","EL MIRADOR HOTEL & SPA","COLONIA","COLONIA DEL SACRAMENTO","FRANKLIN DELANO ROOSEVELT 381","45222004","www.hotelelmirador.com","dsande@hotelelmirador.com ; gustavo@hotelelmirador.com",-57.8376,-34.4676
"SALAS DE CONVENCION","BODEGA VIÑAS DEL QUINTON","COLONIA","QUINTON","INTENDENTE SUAREZ 161","45203418","www.vyodelquinton.com","gcharbonnier@charbonnier.com.uy",-10000.0,-10000.0
"Inmobiliaria","MEDLAND REAL ESTATE","MALDONADO","SAN CARLOS","CAMINO CERRO EGUZQUIZA KILOMETRO 10,500, EL QUIJOTE","42667811","www.medland.com.uy","S/D",-10000.0,-10000.0
"Establecimiento rural","POSADA DE CAMPO EL CAPRICHO","TREINTA Y TRES","TREINTA Y TRES","CAMINO QUEBRADA DE LOS CUERVOS, KILOMETRO 28, CUARTA SECCION JUDICIAL","094808623","S/D","posadadecampoelcapricho@gmail.com",-54.4483,-32.8802
"Agencia de viajes Nueva","C & C VIAJES Y TURISMO","CANELONES","SANTA LUCIA","RIVERA 479","43348918","www.cycviajes.com.uy","gerencia@cycviajes.com.uy",-10000.0,-10000.0
"Agencia de transportes","RODART","DURAZNO","SARANDÍ DEL YÍ","CARLOS ALVARIZA 765","43679366","S/D","libradisco@gmail.com",-10000.0,-10000.0
"Agencia de transportes","THE PATH TOUR S.R.L.","CANELONES","BARRA CARRASCO","ACAPULCO 16","26015112","S/D","stellasellanes@hotmail.com",-10000.0,-10000.0
"Inmobiliaria","CARRASCO SERRON NEGOCIOS INMOBILIARIOS","MALDONADO","MALDONADO","DR. EDYE 628","42258300","S/D","carrascoserron@gmail.com",-10000.0,-10000.0
"Alojamientos Turísticos","HOTEL EMBAJADOR","MONTEVIDEO","MONTEVIDEO","SAN JOSE 1212","29020012","www.hotelembajador.com","S/D",-56.1899,-34.9069
"Agencia de viajes Nueva","ALCANCE","MONTEVIDEO","MONTEVIDEO","18 DE JULIO 948 UNIDAD 1301","29024911","www.alcance.com.uy","pgarcia@alcance.com.uy",-10000.0,-10000.0
"SALAS DE CONVENCION","CAROLINA STEPHANIE PEÑA TECHERA","MONTEVIDEO","MONTEVIDEO","MAGALLANES 1173 APRTAMENTO 603","S/D","S/D","daliiincandiiido@hotmail.com",-10000.0,-10000.0
"Inmobiliaria","INMOBILIARIA BETO GOIO & ASOCIADOS","MALDONADO","PIRIAPOLIS","RAMBLA DE LOS ARGENTINOS ESQUINA CELEDONIO ROJAS, EDIFICIO LA RIVIERA, LOCAL 006","44326932","www.betoinmobiliaria.com","S/D",-10000.0,-10000.0
"SALAS DE CONVENCION","BXNX","LAVALLEJA","MINAS","RIVERA 3722","S/D","S/D","rodrigofnunez@yahoo.com",-10000.0,-10000.0
"Alojamientos Turísticos","HOTEL DEL PRADO","COLONIA","NUEVA HELVECIA","BARRIO LOS HOTELES","45544169","S/D","S/D",-57.2301,-34.3001
"Alojamientos Turísticos","HOTEL CITY","MALDONADO","PIRIAPOLIS","RAMBLA DE LOS ARGENTINOS Y MANUEL FREIRE","44322522","www.cityhotelpiriapolis.com","S/D",-55.2773,-34.8655
"Agencia de viajes Nueva","ML CORPORATE TRIPS","MONTEVIDEO","MONTEVIDEO","ATAHONA 3573","27103554","www.mlcorporate.com.uy","monical@mlcorporate.com",-10000.0,-10000.0
"Alojamientos Turísticos","CAMPING Y CABAÑAS LAS FLORES","MALDONADO","LAS FLORES","RUTA 10 KM.90.800","099330226","S/D","brenda@campamentolasflores.com.uy",-55.3231,-34.8145
"Agencia de transportes","JORGE WASHINGTON ANDRADE Y ESTRELLA LLANET PERDOMO PEREZ SOCIEDAD DE HECHO","MONTEVIDEO","MONTEVIDEO","GUADALUPE 2209","S/D","S/D","S/D",-10000.0,-10000.0
"Inmobiliaria","ARAUJO","MALDONADO","PUNTA DEL ESTE","EL MESANA, CALLE 24 Y 23, EDIFICIO CADAQUES, LOCAL 001","099192310","www.elbioaraujo.com","S/D",-10000.0,-10000.0
"Inmobiliaria","MARINA RISSO INVERSIONES","MALDONADO","PUNTA DEL ESTE","CALLE 30 Y GORLERO LOCAL 8 EDIFICIO SANTOS DUMONT","42441419","www.marinarisso.com","S/D",-10000.0,-10000.0
"Inmobiliaria","ACSA","MONTEVIDEO","MONTEVIDEO","SANTIAGO DE CHILE 1324","29080241","www.acsa.com.uy","S/D",-10000.0,-10000.0
"Inmobiliaria","ACSA","MONTEVIDEO","MONTEVIDEO","BULEVARD ESPAÑA 2852","27108123","www.acsa.com.uy","S/D",-10000.0,-10000.0
"Rentadora de autos","VIP RENT A CAR","MONTEVIDEO","MONTEVIDEO","COLONIA 1469","24020606","www.vip.com.uy","proveedores@netpc.com.uy",-10000.0,-10000.0
"Inmobiliaria","ACSA","MONTEVIDEO","MONTEVIDEO","BULEVARD ESPAÑA 2852","27108123","www.acsa.com.uy","S/D",-10000.0,-10000.0
"Inmobiliaria","ACSA","MONTEVIDEO","MONTEVIDEO","BULEVARD ESPAÑA 2852","27108123","www.acsa.com.uy","S/D",-10000.0,-10000.0
"Inmobiliaria","ACSA","MONTEVIDEO","MONTEVIDEO","BULEVARD ESPAÑA 2852","27108123","www.acsa.com.uy","S/D",-10000.0,-10000.0
"Inmobiliaria","PUNTASTOCK","MALDONADO","MALDONADO","ACUÑA DE FIGUEROA S/N, EDIFICIO BOSQUEMAR, APARTAMENTO 102","42264696","www.puntastock.com.uy","S/D",-10000.0,-10000.0
"SALAS DE CONVENCION","CALA DI VOLPE BOUTIQUE HOTEL","MONTEVIDEO","MONTEVIDEO","JUNCAL 1327","27102000","www.hotelcaladivolpe.com.uy","contad@hotelcaladivolpe.com.uy",-10000.0,-10000.0
"Agencia de transportes","ARTURO CARLOS POZZI GARCIA","COLONIA","NUEVA HELVECIA","LUIS DREYER 1516","45544693","S/D","trasladospozzi@gmail.com",-10000.0,-10000.0
"Agencia de transportes","PRACTICO VIAJES Y TRASLADOS","MONTEVIDEO","MONTEVIDEO","VIZCAYA 3971","23135339","S/D","damiansuarez721@gmail.com",-10000.0,-10000.0
"Agencia de viajes Nueva","AZAHARES VIAJES Y TURISMO","SALTO","SALTO","URUGUAY 672 LOCAL 22","47340960","www.azahares.com.uy","magdalena@azahares.com.uy",-57.5802,-31.2323
"SALAS DE CONVENCION","ANASTASIO PLAYA HOTEL","MONTEVIDEO","CAPURRO","CESAR CORTINAS 2037","44862456","www.anastasioplaya.com","S/D",-10000.0,-10000.0
"Inmobiliaria","FOCUS PROPERTIES","MALDONADO","PUNTA DEL ESTE","SAN REMO S/N ESQUINA CAPRI","097540983","www.focusproperties.com.uy","info@focusproperties.com.uy",-10000.0,-10000.0
"Inmobiliaria","INMOBILIARIA ROSSI ACOSTA SRL","MALDONADO","MALDONADO","ROMAN GUERRA 923","42487015","S/D","S/D",-10000.0,-10000.0
"Inmobiliaria","SIAB INVERSIONES","MONTEVIDEO","MONTEVIDEO","RAMON MASINI 3208/1104","094311188","www.ryspropiedades.com.uy","S/D",-10000.0,-10000.0
"Rentadora de autos","INTER RENT","CANELONES","PARQUE MIRAMAR","AVENIDA DE LAS AMERICAS 4922","26010531","www.interrent.com,uy","smontesdeoca@interrent.com.uy",-10000.0,-10000.0
"Inmobiliaria","FERREIRA GUERRA ESTUDIO INMOBILIARIO","MALDONADO","PUNTA DEL ESTE","AVENIDA GORLERO S/N TORRE GORLERO APARTAMENTO 1308","42445974","www.ferreiraguerra.com","dr.jhonnyferreira@gmail.com",-10000.0,-10000.0
"Establecimiento rural","ESTANCIA LA RABIDA","SAN JOSE","LIBERTAD","RUTA 1 KILOMETRO 43,900","43405426","S/D","S/D",-56.711,-34.7004
"Agencia de transportes","SANDRA ALICIA SILVA MEDINA","MONTEVIDEO","MONTEVIDEO","ARIOSTO GONZALEZ 4998","099737907","S/D","sanali24@hotmail.com",-10000.0,-10000.0
"Agencia de transportes","S Y H TRANSPORTES Y TURISMO","MONTEVIDEO","MONTEVIDEO","4 DE JULIO 3211","24810773","S/D","25.hugoaraujo@gmail.com",-10000.0,-10000.0
"Agencia de viajes Nueva","AEROMARKET","MONTEVIDEO","MONTEVIDEO","COLONIA 1005","29009627","www.aeromarket.com.uy","leandra@aeromarket.com.uy",-10000.0,-10000.0
"Inmobiliaria","GASALLA INMOBILIARIA","MALDONADO","PIRIAPOLIS","AV ARTIGAS ESQ BARRIOS - LOCAL 1O1","44324647","www.gasallainmobiliaria.com","S/D",-10000.0,-10000.0
"SALAS DE CONVENCION","EDUCATION FIRST INTERNATIONAL S.A.","MONTEVIDEO","MONTEVIDEO","PABLO GALARZA 3603 OF. 202","S/D","S/D","S/D",-10000.0,-10000.0
"Inmobiliaria","GASALLA INMOBILIARIA","MALDONADO","PIRIAPOLIS","CALLE 24 ESQUINA 23","S/D","S/D","S/D",-10000.0,-10000.0
"Inmobiliaria","INMOBILIARIA RICHARD BRUNELLI","COLONIA","COLONIA DEL SACRAMENTO","JACINTO TRAPANI 394","45231751","www.richardbrunelli.com","S/D",-10000.0,-10000.0
"Agencia de transportes","CARLOS FABRICIO ANCHORENA MENENDEZ","PAYSANDU","QUEBRACHO","8 DE OCTUBRE 109","47542771","S/D","ppereira@sybasociados.com.uy",-10000.0,-10000.0
"Agencia de transportes","NO DECLARA","MONTEVIDEO","MONTEVIDEO","ARENAL GRANDE 2720","24094745","www.jyftraslados.com.uy","trasladosjyf@gmail.com",-10000.0,-10000.0
"Inmobiliaria","TODO PUNTA INMOBILIARIA","MALDONADO","PUNTA DEL ESTE","TORRE DEL TRIANGULO LOCAL 027, LENZINA CASI FRANCIA","42499288","www.todopunta.com.uy","S/D",-10000.0,-10000.0
"Inmobiliaria","INMOBILIARIA LOS ANGELES","MALDONADO","PIRIAPOLIS","RAMBLA Y ELLAURI","44320834","losangeles.inmobiliaria.com.uy","S/D",-10000.0,-10000.0
"Agencia de transportes","MINASTUR S.R.L.","LAVALLEJA","MINAS","ITUZAINGO 318","44422231","www.minastur.com","ppereira@sybasociados.com.uy",-10000.0,-10000.0
"Agencia de transportes","MINASTUR S.R.L.","LAVALLEJA","MINAS","URUGUAY 1170","S/D","S/D","ppereira@sybasociados.com.uy",-10000.0,-10000.0
"Agencia de transportes","MINASTUR S.R.L.","LAVALLEJA","MINAS","URUGUAY 1170","S/D","S/D","ppereira@sybasociados.com.uy",-10000.0,-10000.0
"Establecimiento rural","LA VIGNA","COLONIA","COLONIA VALDENSE","RUTA 51 KM 120","45589234","www.lavigna.com.uy","infolavigna@gmail.com",-10000.0,-10000.0
"Guía turístico","IVANA SARRO PUCHKARIOV","MONTEVIDEO","MONTEVIDEO","FELICIANO RODRIGUEZ 2839","099629202","www.auruguay.winnernet.net","S/D",-10000.0,-10000.0
"Establecimiento rural","VISTAS DEL BETEL","MALDONADO","PAN DE AZUCAR","CANTERAS NUEVA CARRARA","44902360","www.vistasdelbetel.com.uy","S/D",-55.239,-34.644
"Alojamientos Turísticos","ALQUIMISTA MONTEVIDEO","MONTEVIDEO","MONTEVIDEO","AVENIDA BOLIVIA 1323","26060890","S/D","carolina@alquimistamontevideo.com",-10000.0,-10000.0
"Inmobiliaria","CARRIQUIRY PROPIEDADES","MALDONADO","PUNTA DEL ESTE","DELMIRA AGUSTINI S/N ESQUINA CALLE LINCOLN CHALET ARAZA","42487709","www.carriquiry.com.uy","scarriq@gmail.com",-10000.0,-10000.0
"Inmobiliaria","INMOBILIARIA REZK E INMOBILIARIA URUGUAY","LAVALLEJA","MINAS","18 DE JULIO 650","44423752","www.inmobiliariauruguay.com","rezksrl@hotmail.com",-10000.0,-10000.0
